;date;serial_number;model;capacity_bytes;Throughput Performance;Spin-Up Time;Start/Stop Count;Reallocated Sectors Count;Seek Error Rate;Seek Time Performance;Power-On Hours;Spin Retry Count;Recalibration Retriesor Calibration Retry Count;Power Cycle Count;Soft Read Error Rate;smart_15;Current Helium Level;SATA Downshift Error Count or Runtime Bad Block;End-to-End error / IOEDC;Reported Uncorrectable Errors;Command Timeout;High Fly Writes;Temperature Difference or Airflow Temperature;G-sense Error Rate;Power-off Retract Count, Emergency Retract Cycle Count(Fujitsu)or Unsafe Shutdown Count;Load Cycle Count or Load/Unload Cycle Count (Fujitsu);Temperature or Temperature Celsius;Hardware ECC Recovered;Reallocation Event Count;Current Pending Sector Count;(Offline) Uncorrectable Sector Count;UltraDMA CRC Error Count;Write Error Rate(Fujitsu);Soft Read Error Rateor;Disk Shift;Loaded Hours;Load/Unload Retry Count;Load Friction;Load/Unload Cycle Count;Load In-time;Head Flying Hours or 'Transfer Error Rate'(Fujitsu);Total LBAs Written;Total LBAs Read;Read Error Retry Rate;Minimum Spares Remaining;Newly Added Bad Flash Block;Free Fall Protection;Read Error Rate
89;2016-12-28;WD-WXU1E83UUNF8;WDC WD5000LPVX;5,00108E+11;NA;152;100;200;200;NA;68;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;114;113;NA;200;200;100;200;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
90;2016-12-28;Z30111PC;ST4000DM000;4,00079E+12;NA;91;100;100;80;NA;72;100;NA;100;NA;NA;NA;100;100;100;100;96;73;100;100;12;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;108
91;2016-12-28;Z303Z6S1;ST4000DM000;4,00079E+12;NA;96;100;100;77;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;99;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
92;2016-12-28;Z303PFVQ;ST4000DM000;4,00079E+12;NA;96;100;100;100;NA;100;100;NA;100;NA;NA;NA;100;100;100;100;100;73;100;100;100;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;113
93;2016-12-28;Z304EZL5;ST4000DM000;4,00079E+12;NA;92;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;100;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
94;2016-12-28;W301D5NF;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;100;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
95;2016-12-28;Z302BMWF;ST4000DM000;4,00079E+12;NA;97;100;100;79;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;75;100;100;98;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;120
96;2016-12-28;Z3014A8C;ST4000DM000;4,00079E+12;NA;91;100;100;88;NA;71;100;NA;100;NA;NA;NA;100;100;100;100;79;75;100;100;87;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;114
97;2016-12-28;Z3029ZHR;ST4000DM000;4,00079E+12;NA;96;100;100;74;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;70;100;100;100;30;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
98;2016-12-28;Z1Z03G2H;ST4000DX000;4,00079E+12;NA;90;100;100;87;NA;62;100;NA;100;NA;NA;NA;100;100;100;100;100;76;100;100;100;24;29;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
99;2016-12-28;Z3041LKP;ST4000DM000;4,00079E+12;NA;93;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;73;100;100;100;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
100;2016-12-28;ZA10QN09;ST8000DM002;8,00156E+12;NA;98;100;100;90;NA;95;100;NA;100;NA;NA;NA;NA;100;100;100;100;62;97;100;100;38;1;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;81
101;2016-12-28;S2ZYJ9GF302353;ST500LM012 HN;5,00108E+11;252;93;100;252;252;252;100;252;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;252;252;NA;64;100;252;252;252;200;100;NA;NA;NA;100;NA;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
102;2016-12-28;PL1331LAHD0JSH;HGST HMS5C4040BLE640;4,00079E+12;134;156;100;100;100;113;100;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;206;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
103;2016-12-28;MJ0351YNGA62NA;Hitachi HDS5C3030ALA630;3,00059E+12;135;126;100;100;100;122;95;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;240;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82
104;2016-12-28;Z302A0Z1;ST4000DM000;4,00079E+12;NA;92;100;100;89;NA;82;100;NA;100;NA;NA;NA;100;100;98;100;100;74;100;100;96;26;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;112
105;2016-12-28;S301LJ5G;ST4000DM000;4,00079E+12;NA;95;100;100;84;NA;93;100;NA;100;NA;NA;NA;100;100;100;100;100;69;100;100;97;31;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
106;2016-12-28;Z300ZR58;ST4000DM000;4,00079E+12;NA;91;100;100;71;NA;72;100;NA;100;NA;NA;NA;99;100;99;100;81;75;100;100;92;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;105
107;2016-12-28;Z300ZV0C;ST4000DM000;4,00079E+12;NA;95;100;100;87;NA;84;100;NA;100;NA;NA;NA;100;100;100;100;100;79;100;100;89;21;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;114
108;2016-12-28;Z305D4X6;ST4000DM000;4,00079E+12;NA;96;100;100;84;NA;92;100;NA;100;NA;NA;NA;100;100;100;100;100;72;100;100;96;28;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
109;2016-12-28;Z302EPA7;ST4000DM000;4,00079E+12;NA;93;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;76;100;100;91;24;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
110;2016-12-28;W300D55C;ST4000DM000;4,00079E+12;NA;91;100;100;78;NA;65;100;NA;100;NA;NA;NA;100;100;96;100;99;73;100;100;86;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
111;2016-12-29;W3015JSX;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;100;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
112;2016-12-29;ZA10Q2F7;ST8000DM002;8,00156E+12;NA;96;100;100;86;NA;95;100;NA;100;NA;NA;NA;NA;100;100;100;100;69;100;100;100;31;1;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;78
113;2016-12-29;9VYC10JY;ST3160316AS;1,60042E+11;NA;97;100;100;87;NA;46;100;NA;100;NA;NA;NA;100;100;100;100;100;74;NA;NA;NA;26;62;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
114;2016-12-29;WD-WXU1E83UUNF8;WDC WD5000LPVX;5,00108E+11;NA;152;100;200;200;NA;68;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;114;113;NA;200;200;100;200;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115;2016-12-29;Z30111PC;ST4000DM000;4,00079E+12;NA;91;100;100;80;NA;72;100;NA;100;NA;NA;NA;100;100;100;100;96;73;100;100;11;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;111
116;2016-12-29;Z303Z6S1;ST4000DM000;4,00079E+12;NA;96;100;100;77;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;99;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
117;2016-12-29;Z304EZL5;ST4000DM000;4,00079E+12;NA;92;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;100;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
118;2016-12-29;W301D5NF;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;100;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
119;2016-12-29;Z302BMWF;ST4000DM000;4,00079E+12;NA;97;100;100;79;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;75;100;100;98;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
120;2016-12-29;Z3014A8C;ST4000DM000;4,00079E+12;NA;91;100;100;88;NA;70;100;NA;100;NA;NA;NA;100;100;100;100;79;75;100;100;87;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;26,34200212
121;2016-12-29;Z3029ZHR;ST4000DM000;4,00079E+12;NA;96;100;100;74;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;70;100;100;100;30;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
122;2016-12-29;Z1Z03G2H;ST4000DX000;4,00079E+12;NA;90;100;100;87;NA;62;100;NA;100;NA;NA;NA;100;100;100;100;100;71;100;100;100;29;32;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;110
123;2016-12-29;Z3041LKP;ST4000DM000;4,00079E+12;NA;93;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;73;100;100;100;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
124;2016-12-29;ZA10QN09;ST8000DM002;8,00156E+12;NA;98;100;100;90;NA;95;100;NA;100;NA;NA;NA;NA;100;100;100;100;62;97;100;100;38;1;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;48,79756489
125;2016-12-29;S2ZYJ9GF302353;ST500LM012 HN;5,00108E+11;252;93;100;252;252;252;100;252;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;252;252;NA;64;100;252;252;252;200;100;NA;NA;NA;100;NA;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
126;2016-12-29;PL1331LAHD0JSH;HGST HMS5C4040BLE640;4,00079E+12;134;156;100;100;100;113;100;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;206;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
127;2016-12-29;MJ0351YNGA62NA;Hitachi HDS5C3030ALA630;3,00059E+12;135;126;100;100;100;122;95;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;214;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,47833328
128;2016-12-29;Z302A0Z1;ST4000DM000;4,00079E+12;NA;92;100;100;89;NA;82;100;NA;100;NA;NA;NA;100;100;98;100;100;74;100;100;96;26;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;22,72453092
129;2016-12-29;S301LJ5G;ST4000DM000;4,00079E+12;NA;95;100;100;84;NA;93;100;NA;100;NA;NA;NA;100;100;100;100;100;69;100;100;97;31;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;119
130;2016-12-29;Z300ZR58;ST4000DM000;4,00079E+12;NA;91;100;100;71;NA;72;100;NA;100;NA;NA;NA;99;100;99;100;81;75;100;100;92;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
131;2016-12-29;Z300ZV0C;ST4000DM000;4,00079E+12;NA;95;100;100;87;NA;84;100;NA;100;NA;NA;NA;100;100;100;100;100;78;100;100;89;22;NA;NA;99;99;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;33,3464383
132;2016-12-29;Z305D4X6;ST4000DM000;4,00079E+12;NA;96;100;100;84;NA;92;100;NA;100;NA;NA;NA;100;100;100;100;100;72;100;100;96;28;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;113
133;2016-12-29;Z302EPA7;ST4000DM000;4,00079E+12;NA;93;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;78;100;100;90;22;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
134;2016-12-29;W300D55C;ST4000DM000;4,00079E+12;NA;91;100;100;78;NA;65;100;NA;100;NA;NA;NA;100;100;96;100;99;75;100;100;85;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;47,38459031
135;2016-12-30;W3015JSX;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;67;100;100;100;33;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
136;2016-12-30;ZA10Q2F7;ST8000DM002;8,00156E+12;NA;96;100;100;86;NA;94;100;NA;100;NA;NA;NA;NA;100;100;100;100;69;100;100;100;31;1;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;17,8518653
137;2016-12-30;9VYC10JY;ST3160316AS;1,60042E+11;NA;97;100;100;87;NA;46;100;NA;100;NA;NA;NA;100;100;100;100;100;73;NA;NA;NA;27;60;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
138;2016-12-30;WD-WXU1E83UUNF8;WDC WD5000LPVX;5,00108E+11;NA;152;100;200;200;NA;68;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;113;112;NA;200;200;100;200;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
139;2016-12-30;Z30111PC;ST4000DM000;4,00079E+12;NA;91;100;100;80;NA;72;100;NA;100;NA;NA;NA;100;100;100;100;96;73;100;100;11;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;114
140;2016-12-30;Z303Z6S1;ST4000DM000;4,00079E+12;NA;96;100;100;77;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;99;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
141;2016-12-30;Z304EZL5;ST4000DM000;4,00079E+12;NA;92;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;100;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
142;2016-12-30;W301D5NF;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;100;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;117
143;2016-12-30;Z302BMWF;ST4000DM000;4,00079E+12;NA;97;100;100;79;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;75;100;100;98;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
144;2016-12-30;Z3014A8C;ST4000DM000;4,00079E+12;NA;91;100;100;88;NA;70;100;NA;100;NA;NA;NA;100;100;100;100;79;75;100;100;87;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;173,0873824
145;2016-12-30;Z3029ZHR;ST4000DM000;4,00079E+12;NA;96;100;100;74;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;70;100;100;100;30;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
146;2016-12-30;Z1Z03G2H;ST4000DX000;4,00079E+12;NA;90;100;100;87;NA;62;100;NA;100;NA;NA;NA;100;100;100;100;100;70;100;100;100;30;28;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;165,1144529
147;2016-12-30;Z3041LKP;ST4000DM000;4,00079E+12;NA;93;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;73;100;100;100;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
148;2016-12-30;ZA10QN09;ST8000DM002;8,00156E+12;NA;98;100;100;90;NA;95;100;NA;100;NA;NA;NA;NA;100;100;100;100;61;97;100;100;39;1;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;158,494152
149;2016-12-30;S2ZYJ9GF302353;ST500LM012 HN;5,00108E+11;252;93;100;252;252;252;100;252;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;252;252;NA;64;100;252;252;252;200;100;NA;NA;NA;100;NA;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
150;2016-12-30;PL1331LAHD0JSH;HGST HMS5C4040BLE640;4,00079E+12;134;156;100;100;100;113;100;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;206;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
151;2016-12-30;MJ0351YNGA62NA;Hitachi HDS5C3030ALA630;3,00059E+12;135;126;100;100;100;122;95;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;214;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;154,9430445
152;2016-12-30;Z302A0Z1;ST4000DM000;4,00079E+12;NA;92;100;100;89;NA;82;100;NA;100;NA;NA;NA;100;100;98;100;100;73;100;100;96;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;113
153;2016-12-30;S301LJ5G;ST4000DM000;4,00079E+12;NA;95;100;100;84;NA;93;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;97;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;105
154;2016-12-30;Z300ZV0C;ST4000DM000;4,00079E+12;NA;95;100;100;87;NA;84;100;NA;100;NA;NA;NA;100;100;100;100;100;78;100;100;89;22;NA;NA;99;99;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;150,4016475
155;2016-12-30;Z305D4X6;ST4000DM000;4,00079E+12;NA;96;100;100;84;NA;92;100;NA;100;NA;NA;NA;100;100;69;100;100;72;100;100;96;28;NA;NA;98;98;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;22,54982791
156;2016-12-30;Z302EPA7;ST4000DM000;4,00079E+12;NA;93;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;90;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
157;2016-12-30;W300D55C;ST4000DM000;4,00079E+12;NA;91;100;100;78;NA;65;100;NA;100;NA;NA;NA;100;100;96;100;99;74;100;100;84;26;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;160,416939
158;2016-12-31;W3015JSX;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;67;100;100;100;33;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
159;2016-12-31;ZA10Q2F7;ST8000DM002;8,00156E+12;NA;96;100;100;86;NA;94;100;NA;100;NA;NA;NA;NA;100;83;98;100;68;100;100;97;32;1;NA;81;81;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;156,7186827
160;2016-12-31;9VYC10JY;ST3160316AS;1,60042E+11;NA;97;100;100;87;NA;46;100;NA;100;NA;NA;NA;100;100;100;100;100;73;NA;NA;NA;27;62;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
161;2016-12-31;WD-WXU1E83UUNF8;WDC WD5000LPVX;5,00108E+11;NA;152;100;200;200;NA;68;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;113;112;NA;200;200;100;200;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;2016-12-31;Z30111PC;ST4000DM000;4,00079E+12;NA;91;100;100;80;NA;72;100;NA;100;NA;NA;NA;100;100;100;100;96;73;100;100;10;27;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;169,2831073
163;2016-12-31;Z303Z6S1;ST4000DM000;4,00079E+12;NA;96;100;100;77;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;78;100;100;99;22;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
164;2016-12-31;Z304EZL5;ST4000DM000;4,00079E+12;NA;92;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;77;100;100;100;23;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
165;2016-12-31;W301D5NF;ST4000DM000;4,00079E+12;NA;92;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;68;100;100;100;32;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
166;2016-12-31;Z302BMWF;ST4000DM000;4,00079E+12;NA;97;100;100;80;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;75;100;100;98;25;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
167;2016-12-31;Z3029ZHR;ST4000DM000;4,00079E+12;NA;96;100;100;74;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;70;100;100;100;30;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
168;2016-12-31;Z3041LKP;ST4000DM000;4,00079E+12;NA;93;100;100;78;NA;98;100;NA;100;NA;NA;NA;100;100;100;100;100;74;100;100;100;26;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
169;2016-12-31;S2ZYJ9GF302353;ST500LM012 HN;5,00108E+11;252;93;100;252;252;252;100;252;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;252;252;NA;64;100;252;252;252;200;100;NA;NA;NA;100;NA;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;2016-12-31;PL1331LAHD0JSH;HGST HMS5C4040BLE640;4,00079E+12;134;156;100;100;100;113;100;100;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;206;NA;100;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171;2016-12-31;S301LJ5G;ST4000DM000;4,00079E+12;NA;95;100;100;84;NA;93;100;NA;100;NA;NA;NA;100;100;94;100;100;69;100;100;97;31;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;150,5102994
172;2016-12-31;Z305D4X6;ST4000DM000;4,00079E+12;NA;96;100;100;84;NA;92;100;NA;100;NA;NA;NA;100;100;67;100;100;73;100;100;96;27;NA;NA;99;99;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;109
173;2016-12-31;Z302EPA7;ST4000DM000;4,00079E+12;NA;93;100;100;75;NA;99;100;NA;100;NA;NA;NA;100;100;100;100;100;78;100;100;89;22;NA;NA;100;100;200;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA
